pandal_id,pandal_name,pandal_region,pandal_latitude,pandal_longitude,eatery_name,cuisine_type,distance_m,distance_km,budget_for_two_inr,best_recommended_item,eatery_latitude,eatery_longitude
8,Belgachia Yuba Sammilani Durga Puja,North Kolkata,22.603234,88.368145,Paramount Sherbets & Syrups (Near Belgachia Yuba Sammilani Durga Puja),Heritage Beverage Cabin,830,0.83,220,Daab Sharbat & Cocoa Malai,22.609997,88.371648
9,Bhagabati Park Durga Puja Committee,North Kolkata,22.611012,88.378323,Allen Kitchen (Near Bhagabati Park Durga Puja Committee),Heritage Cabin,630,0.63,400,Prawn Cutlet (pure ghee fried),22.605474,88.379763
9,Bhagabati Park Durga Puja Committee,North Kolkata,22.611012,88.378323,Nobin Chandra Das Sweets (Near Bhagabati Park Durga Puja Committee),Sweet Shop,640,0.64,200,Abar Khaobo & Traditional Rosogolla,22.616176,88.375509
10,Bharatiya Tarun Sangha Durga Puja,North Kolkata,22.594823,88.364534,Aheli Express (Near Bharatiya Tarun Sangha Durga Puja),Bengali Fine Fast,910,0.91,700,Macher Paturi & Chingri Malai Curry,22.596161,88.355798
10,Bharatiya Tarun Sangha Durga Puja,North Kolkata,22.594823,88.364534,Paramount Sherbets & Syrups (Near Bharatiya Tarun Sangha Durga Puja),Heritage Beverage Cabin,630,0.63,220,Daab Sharbat & Cocoa Malai,22.600405,88.365762
11,Brindaban Matri Mandir Durga Puja,North Kolkata,22.602645,88.374712,Putiram Sweets (Near Brindaban Matri Mandir Durga Puja),Traditional Bengali Breakfast,620,0.62,150,Radhaballabhi with Cholar Dal,22.607895,88.372594
11,Brindaban Matri Mandir Durga Puja,North Kolkata,22.602645,88.374712,Chittaranjan Mistanna Bhandar (Near Brindaban Matri Mandir Durga Puja),Heritage Sweet Shop,920,0.92,180,White Rosogolla & Mishti Doi,22.599356,88.382935
11,Brindaban Matri Mandir Durga Puja,North Kolkata,22.602645,88.374712,Golbari (New Punjabi Hotel) (Near Brindaban Matri Mandir Durga Puja),Iconic Mughlai / Bengali,820,0.82,450,Kosha Mangsho & Roomali Roti,22.596767,88.379577
12,Calcutta Youth Forum,North Kolkata,22.610412,88.360934,Girish Chandra Dey & Nakur Chandra Nandy (Near Calcutta Youth Forum),Heritage Sweet Shop,630,0.63,200,Jolbhora Sandesh & Chocolate Sandesh,22.605133,88.358628
12,Calcutta Youth Forum,North Kolkata,22.610412,88.360934,Chittaranjan Mistanna Bhandar (Near Calcutta Youth Forum),Heritage Sweet Shop,640,0.64,180,White Rosogolla & Mishti Doi,22.605422,88.357778
12,Calcutta Youth Forum,North Kolkata,22.610412,88.360934,Das Cabin (Near Calcutta Youth Forum),Cabin Snacks,930,0.93,250,Mutton Moglai & Kobiraji,22.603626,88.366281
13,Campbagan Sadharan Durgotsav,North Kolkata,22.594234,88.371123,Girish Chandra Dey & Nakur Chandra Nandy (Near Campbagan Sadharan Durgotsav),Heritage Sweet Shop,750,0.75,200,Jolbhora Sandesh & Chocolate Sandesh,22.59448,88.36383
13,Campbagan Sadharan Durgotsav,North Kolkata,22.594234,88.371123,Allen Kitchen (Near Campbagan Sadharan Durgotsav),Heritage Cabin,920,0.92,400,Prawn Cutlet (pure ghee fried),22.599004,88.378458
14,Chaltabagan Lohapatty Durga Puja,North Kolkata,22.584123,88.369512,Haji Biryani (Near Chaltabagan Lohapatty Durga Puja),Mughlai,710,0.71,400,Awadhi Mutton Biryani,22.590039,88.372197
14,Chaltabagan Lohapatty Durga Puja,North Kolkata,22.584123,88.369512,Aheli Express (Near Chaltabagan Lohapatty Durga Puja),Bengali Fine Fast,700,0.7,700,Macher Paturi & Chingri Malai Curry,22.590452,88.369346
15,Chorebagan Sarbojanin Durgotsab Samity,North Kolkata,22.609845,88.367523,Allen Kitchen (Near Chorebagan Sarbojanin Durgotsab Samity),Heritage Cabin,830,0.83,400,Prawn Cutlet (pure ghee fried),22.61549,88.372847
15,Chorebagan Sarbojanin Durgotsab Samity,North Kolkata,22.609845,88.367523,Basanta Cabin (Near Chorebagan Sarbojanin Durgotsab Samity),Heritage Cabin,930,0.93,220,Mughlai Paratha & Alur Dom,22.609891,88.358473
15,Chorebagan Sarbojanin Durgotsab Samity,North Kolkata,22.609845,88.367523,Mitra Cafe (Near Chorebagan Sarbojanin Durgotsab Samity),Historic Cabin / Bengali Snacks,870,0.87,350,Fish Kabiraji & Mutton Brain Chop,22.605622,88.374666
16,Cossipore Shakti Sangha Durga Puja,North Kolkata,22.593612,88.377734,Putiram Sweets (Near Cossipore Shakti Sangha Durga Puja),Traditional Bengali Breakfast,520,0.52,150,Radhaballabhi with Cholar Dal,22.592792,88.372752
16,Cossipore Shakti Sangha Durga Puja,North Kolkata,22.593612,88.377734,Girish Chandra Dey & Nakur Chandra Nandy (Near Cossipore Shakti Sangha Durga Puja),Heritage Sweet Shop,850,0.85,200,Jolbhora Sandesh & Chocolate Sandesh,22.60118,88.376281
16,Cossipore Shakti Sangha Durga Puja,North Kolkata,22.593612,88.377734,Dilkhusa Cabin (Near Cossipore Shakti Sangha Durga Puja),Historic Cabin,870,0.87,250,Dimer Devil & Fish Roll,22.585753,88.377326
17,Dakshin Rabindrapally Sarbojanin Durga Puja,North Kolkata,22.601423,88.363945,Basanta Cabin (Near Dakshin Rabindrapally Sarbojanin Durga Puja),Heritage Cabin,660,0.66,220,Mughlai Paratha & Alur Dom,22.597588,88.359024
17,Dakshin Rabindrapally Sarbojanin Durga Puja,North Kolkata,22.601423,88.363945,Aheli Express (Near Dakshin Rabindrapally Sarbojanin Durga Puja),Bengali Fine Fast,800,0.8,700,Macher Paturi & Chingri Malai Curry,22.605571,88.370323
18,Darjeepara Sarbojanin Durgotsab Samity,North Kolkata,22.609212,88.374123,Allen Kitchen (Near Darjeepara Sarbojanin Durgotsab Samity),Heritage Cabin,940,0.94,400,Prawn Cutlet (pure ghee fried),22.616622,88.369641
18,Darjeepara Sarbojanin Durgotsab Samity,North Kolkata,22.609212,88.374123,Haji Biryani (Near Darjeepara Sarbojanin Durgotsab Samity),Mughlai,800,0.8,400,Awadhi Mutton Biryani,22.601996,88.37468
19,Deshbandhunagar Sarbojanin Durgotsab,North Kolkata,22.614734,88.368112,Das Cabin (Near Deshbandhunagar Sarbojanin Durgotsab),Cabin Snacks,920,0.92,250,Mutton Moglai & Kobiraji,22.618818,88.360312
19,Deshbandhunagar Sarbojanin Durgotsab,North Kolkata,22.614734,88.368112,Paramount Sherbets & Syrups (Near Deshbandhunagar Sarbojanin Durgotsab),Heritage Beverage Cabin,660,0.66,220,Daab Sharbat & Cocoa Malai,22.620312,88.370398
20,Dum Dum Park Bharat Chakra Durga Puja,North Kolkata,22.610512,88.399234,Golbari (New Punjabi Hotel) (Near Dum Dum Park Bharat Chakra Durga Puja),Iconic Mughlai / Bengali,740,0.74,450,Kosha Mangsho & Roomali Roti,22.616581,88.402268
20,Dum Dum Park Bharat Chakra Durga Puja,North Kolkata,22.610512,88.399234,Nobin Chandra Das Sweets (Near Dum Dum Park Bharat Chakra Durga Puja),Sweet Shop,870,0.87,200,Abar Khaobo & Traditional Rosogolla,22.611294,88.39081
21,Dum Dum Park Sarbojanin Durga Puja,North Kolkata,22.630323,88.388545,Aheli Express (Near Dum Dum Park Sarbojanin Durga Puja),Bengali Fine Fast,960,0.96,700,Macher Paturi & Chingri Malai Curry,22.634737,88.396591
21,Dum Dum Park Sarbojanin Durga Puja,North Kolkata,22.630323,88.388545,Dilkhusa Cabin (Near Dum Dum Park Sarbojanin Durga Puja),Historic Cabin,760,0.76,250,Dimer Devil & Fish Roll,22.624935,88.383953
22,Goabagan Sarodatsav Sammilani Durga Puja,North Kolkata,22.592412,88.366934,Das Cabin (Near Goabagan Sarodatsav Sammilani Durga Puja),Cabin Snacks,870,0.87,250,Mutton Moglai & Kobiraji,22.58951,88.359066
22,Goabagan Sarodatsav Sammilani Durga Puja,North Kolkata,22.592412,88.366934,Allen Kitchen (Near Goabagan Sarodatsav Sammilani Durga Puja),Heritage Cabin,850,0.85,400,Prawn Cutlet (pure ghee fried),22.586222,88.371837
23,Golaghata Sammilani Durga Puja,North Kolkata,22.600234,88.377123,Dilkhusa Cabin (Near Golaghata Sammilani Durga Puja),Historic Cabin,580,0.58,250,Dimer Devil & Fish Roll,22.601064,88.382695
23,Golaghata Sammilani Durga Puja,North Kolkata,22.600234,88.377123,Allen Kitchen (Near Golaghata Sammilani Durga Puja),Heritage Cabin,680,0.68,400,Prawn Cutlet (pure ghee fried),22.595007,88.373637
23,Golaghata Sammilani Durga Puja,North Kolkata,22.600234,88.377123,Das Cabin (Near Golaghata Sammilani Durga Puja),Cabin Snacks,630,0.63,250,Mutton Moglai & Kobiraji,22.601294,88.383146
24,Grey Street Sarbojanin Durga Puja,North Kolkata,22.608012,88.363345,Nobin Chandra Das Sweets (Near Grey Street Sarbojanin Durga Puja),Sweet Shop,550,0.55,200,Abar Khaobo & Traditional Rosogolla,22.612547,88.365544
24,Grey Street Sarbojanin Durga Puja,North Kolkata,22.608012,88.363345,Aheli Express (Near Grey Street Sarbojanin Durga Puja),Bengali Fine Fast,530,0.53,700,Macher Paturi & Chingri Malai Curry,22.605692,88.367858
25,Halsibagan Sarbojanin Durgotsab,North Kolkata,22.591823,88.373512,Chittaranjan Mistanna Bhandar (Near Halsibagan Sarbojanin Durgotsab),Heritage Sweet Shop,740,0.74,180,White Rosogolla & Mishti Doi,22.585333,88.371755
25,Halsibagan Sarbojanin Durgotsab,North Kolkata,22.591823,88.373512,Aheli Express (Near Halsibagan Sarbojanin Durgotsab),Bengali Fine Fast,850,0.85,700,Macher Paturi & Chingri Malai Curry,22.597505,88.367942
26,Hari Ghosh Street Sarbojanin,North Kolkata,22.599645,88.359734,Arsalan (Near Hari Ghosh Street Sarbojanin),Mughlai,890,0.89,600,Mutton Biryani & Chicken Chaap,22.602589,88.367794
26,Hari Ghosh Street Sarbojanin,North Kolkata,22.599645,88.359734,Haji Biryani (Near Hari Ghosh Street Sarbojanin),Mughlai,560,0.56,400,Awadhi Mutton Biryani,22.595048,88.362021
26,Hari Ghosh Street Sarbojanin,North Kolkata,22.599645,88.359734,Dilkhusa Cabin (Near Hari Ghosh Street Sarbojanin),Historic Cabin,710,0.71,250,Dimer Devil & Fish Roll,22.593361,88.361155
27,Hatibagan Nabinpally Sarbojanin Durgotsav,North Kolkata,22.607412,88.369923,Aheli Express (Near Hatibagan Nabinpally Sarbojanin Durgotsav),Bengali Fine Fast,970,0.97,700,Macher Paturi & Chingri Malai Curry,22.61456,88.375395
27,Hatibagan Nabinpally Sarbojanin Durgotsav,North Kolkata,22.607412,88.369923,Das Cabin (Near Hatibagan Nabinpally Sarbojanin Durgotsav),Cabin Snacks,710,0.71,250,Mutton Moglai & Kobiraji,22.603995,88.375773
28,Jagat Mukherjee Park Durga Puja,North Kolkata,22.598234,88.362145,Arsalan (Near Jagat Mukherjee Park Durga Puja),Mughlai,610,0.61,600,Mutton Biryani & Chicken Chaap,22.593002,88.364028
28,Jagat Mukherjee Park Durga Puja,North Kolkata,22.598234,88.362145,Das Cabin (Near Jagat Mukherjee Park Durga Puja),Cabin Snacks,710,0.71,250,Mutton Moglai & Kobiraji,22.597089,88.368943
29,Jokermath Sarbojonin Durga Puja,North Kolkata,22.605212,88.372323,Basanta Cabin (Near Jokermath Sarbojonin Durga Puja),Heritage Cabin,720,0.72,220,Mughlai Paratha & Alur Dom,22.609405,88.366963
29,Jokermath Sarbojonin Durga Puja,North Kolkata,22.605212,88.372323,Golbari (New Punjabi Hotel) (Near Jokermath Sarbojonin Durga Puja),Iconic Mughlai / Bengali,770,0.77,450,Kosha Mangsho & Roomali Roti,22.611827,88.374665
30,Kailash Bose Street Durga Puja,North Kolkata,22.589045,88.365512,Golbari (New Punjabi Hotel) (Near Kailash Bose Street Durga Puja),Iconic Mughlai / Bengali,910,0.91,450,Kosha Mangsho & Roomali Roti,22.593176,88.37317
30,Kailash Bose Street Durga Puja,North Kolkata,22.589045,88.365512,Haji Biryani (Near Kailash Bose Street Durga Puja),Mughlai,740,0.74,400,Awadhi Mutton Biryani,22.590556,88.372526
31,Kankurgachi Sarbojanin Durgotsab,North Kolkata,22.586823,88.375734,Das Cabin (Near Kankurgachi Sarbojanin Durgotsab),Cabin Snacks,690,0.69,250,Mutton Moglai & Kobiraji,22.593037,88.375115
31,Kankurgachi Sarbojanin Durgotsab,North Kolkata,22.586823,88.375734,Mitra Cafe (Near Kankurgachi Sarbojanin Durgotsab),Historic Cabin / Bengali Snacks,640,0.64,350,Fish Kabiraji & Mutton Brain Chop,22.588053,88.369649
31,Kankurgachi Sarbojanin Durgotsab,North Kolkata,22.586823,88.375734,Girish Chandra Dey & Nakur Chandra Nandy (Near Kankurgachi Sarbojanin Durgotsab),Heritage Sweet Shop,730,0.73,200,Jolbhora Sandesh & Chocolate Sandesh,22.580979,88.379037
32,Kashi Bose Lane Durga Puja Committee,North Kolkata,22.589234,88.368123,Girish Chandra Dey & Nakur Chandra Nandy (Near Kashi Bose Lane Durga Puja Committee),Heritage Sweet Shop,620,0.62,200,Jolbhora Sandesh & Chocolate Sandesh,22.594467,88.37029
32,Kashi Bose Lane Durga Puja Committee,North Kolkata,22.589234,88.368123,Arsalan (Near Kashi Bose Lane Durga Puja Committee),Mughlai,860,0.86,600,Mutton Biryani & Chicken Chaap,22.596448,88.37125
32,Kashi Bose Lane Durga Puja Committee,North Kolkata,22.589234,88.368123,Chittaranjan Mistanna Bhandar (Near Kashi Bose Lane Durga Puja Committee),Heritage Sweet Shop,660,0.66,180,White Rosogolla & Mishti Doi,22.594909,88.370113
33,Kumartuli Park Sarbojanin Durgotsab Committee,North Kolkata,22.599512,88.360145,Allen Kitchen (Near Kumartuli Park Sarbojanin Durgotsab Committee),Heritage Cabin,590,0.59,400,Prawn Cutlet (pure ghee fried),22.604687,88.358745
33,Kumartuli Park Sarbojanin Durgotsab Committee,North Kolkata,22.599512,88.360145,Basanta Cabin (Near Kumartuli Park Sarbojanin Durgotsab Committee),Heritage Cabin,560,0.56,220,Mughlai Paratha & Alur Dom,22.601499,88.365157
33,Kumartuli Park Sarbojanin Durgotsab Committee,North Kolkata,22.599512,88.360145,Das Cabin (Near Kumartuli Park Sarbojanin Durgotsab Committee),Cabin Snacks,790,0.79,250,Mutton Moglai & Kobiraji,22.596277,88.353291
34,Kumartuli Sarbojanin Durgotsab,North Kolkata,22.598823,88.360534,Putiram Sweets (Near Kumartuli Sarbojanin Durgotsab),Traditional Bengali Breakfast,950,0.95,150,Radhaballabhi with Cholar Dal,22.591042,88.356615
34,Kumartuli Sarbojanin Durgotsab,North Kolkata,22.598823,88.360534,Golbari (New Punjabi Hotel) (Near Kumartuli Sarbojanin Durgotsab),Iconic Mughlai / Bengali,790,0.79,450,Kosha Mangsho & Roomali Roti,22.605746,88.362434
35,Lake View Park Sarbojanin Durgotsav Samity,North Kolkata,22.608245,88.370712,Putiram Sweets (Near Lake View Park Sarbojanin Durgotsav Samity),Traditional Bengali Breakfast,790,0.79,150,Radhaballabhi with Cholar Dal,22.601174,88.369615
35,Lake View Park Sarbojanin Durgotsav Samity,North Kolkata,22.608245,88.370712,Aheli Express (Near Lake View Park Sarbojanin Durgotsav Samity),Bengali Fine Fast,950,0.95,700,Macher Paturi & Chingri Malai Curry,22.61068,88.379577
36,Mahalla Sarbojanin Durgautsab Samity,North Kolkata,22.592012,88.356934,Arsalan (Near Mahalla Sarbojanin Durgautsab Samity),Mughlai,580,0.58,600,Mutton Biryani & Chicken Chaap,22.58881,88.352464
36,Mahalla Sarbojanin Durgautsab Samity,North Kolkata,22.592012,88.356934,Chittaranjan Mistanna Bhandar (Near Mahalla Sarbojanin Durgautsab Samity),Heritage Sweet Shop,730,0.73,180,White Rosogolla & Mishti Doi,22.597968,88.35387
36,Mahalla Sarbojanin Durgautsab Samity,North Kolkata,22.592012,88.356934,Putiram Sweets (Near Mahalla Sarbojanin Durgautsab Samity),Traditional Bengali Breakfast,960,0.96,150,Radhaballabhi with Cholar Dal,22.600589,88.357475
37,Mitali Kankurgachi Durga Puja,North Kolkata,22.589834,88.367123,Golbari (New Punjabi Hotel) (Near Mitali Kankurgachi Durga Puja),Iconic Mughlai / Bengali,620,0.62,450,Kosha Mangsho & Roomali Roti,22.589299,88.373128
37,Mitali Kankurgachi Durga Puja,North Kolkata,22.589834,88.367123,Allen Kitchen (Near Mitali Kankurgachi Durga Puja),Heritage Cabin,950,0.95,400,Prawn Cutlet (pure ghee fried),22.596129,88.360832
38,Nalin Sarkar Street Sarbojanin Durgotsab,North Kolkata,22.597612,88.377345,Paramount Sherbets & Syrups (Near Nalin Sarkar Street Sarbojanin Durgotsab),Heritage Beverage Cabin,590,0.59,220,Daab Sharbat & Cocoa Malai,22.600292,88.372381
38,Nalin Sarkar Street Sarbojanin Durgotsab,North Kolkata,22.597612,88.377345,Chittaranjan Mistanna Bhandar (Near Nalin Sarkar Street Sarbojanin Durgotsab),Heritage Sweet Shop,840,0.84,180,White Rosogolla & Mishti Doi,22.59181,88.372069
39,Nimtala Sarbojanin Durgotsab,North Kolkata,22.595434,88.355212,Aheli Express (Near Nimtala Sarbojanin Durgotsab),Bengali Fine Fast,780,0.78,700,Macher Paturi & Chingri Malai Curry,22.601849,88.352057
39,Nimtala Sarbojanin Durgotsab,North Kolkata,22.595434,88.355212,Basanta Cabin (Near Nimtala Sarbojanin Durgotsab),Heritage Cabin,570,0.57,220,Mughlai Paratha & Alur Dom,22.59915,88.351368
40,Sreebhumi Sporting Club Durga Puja,North Kolkata,22.599723,88.397612,Golbari (New Punjabi Hotel) (Near Sreebhumi Sporting Club Durga Puja),Iconic Mughlai / Bengali,770,0.77,450,Kosha Mangsho & Roomali Roti,22.598748,88.405031
40,Sreebhumi Sporting Club Durga Puja,North Kolkata,22.599723,88.397612,Das Cabin (Near Sreebhumi Sporting Club Durga Puja),Cabin Snacks,800,0.8,250,Mutton Moglai & Kobiraji,22.598261,88.389988
40,Sreebhumi Sporting Club Durga Puja,North Kolkata,22.599723,88.397612,Nobin Chandra Das Sweets (Near Sreebhumi Sporting Club Durga Puja),Sweet Shop,610,0.61,200,Abar Khaobo & Traditional Rosogolla,22.596055,88.393179
41,Tala Barowari Durgotsab,North Kolkata,22.607512,88.375234,Allen Kitchen (Near Tala Barowari Durgotsab),Heritage Cabin,940,0.94,400,Prawn Cutlet (pure ghee fried),22.612339,88.367705
41,Tala Barowari Durgotsab,North Kolkata,22.607512,88.375234,Dilkhusa Cabin (Near Tala Barowari Durgotsab),Historic Cabin,560,0.56,250,Dimer Devil & Fish Roll,22.60302,88.377751
41,Tala Barowari Durgotsab,North Kolkata,22.607512,88.375234,Chittaranjan Mistanna Bhandar (Near Tala Barowari Durgotsab),Heritage Sweet Shop,650,0.65,180,White Rosogolla & Mishti Doi,22.613389,88.375375
42,Tala Dakshin Pally Durgotsav Committee,North Kolkata,22.606823,88.375612,Aheli Express (Near Tala Dakshin Pally Durgotsav Committee),Bengali Fine Fast,590,0.59,700,Macher Paturi & Chingri Malai Curry,22.60184,88.377664
42,Tala Dakshin Pally Durgotsav Committee,North Kolkata,22.606823,88.375612,Chittaranjan Mistanna Bhandar (Near Tala Dakshin Pally Durgotsav Committee),Heritage Sweet Shop,840,0.84,180,White Rosogolla & Mishti Doi,22.599776,88.37256
43,Tala Park 15 Pally Durga Puja,North Kolkata,22.607145,88.374934,Golbari (New Punjabi Hotel) (Near Tala Park 15 Pally Durga Puja),Iconic Mughlai / Bengali,940,0.94,450,Kosha Mangsho & Roomali Roti,22.59899,88.37235
43,Tala Park 15 Pally Durga Puja,North Kolkata,22.607145,88.374934,Nobin Chandra Das Sweets (Near Tala Park 15 Pally Durga Puja),Sweet Shop,900,0.9,200,Abar Khaobo & Traditional Rosogolla,22.600075,88.370594
44,Telengabagan Sarbojanin Durgotsab,North Kolkata,22.593212,88.382123,Putiram Sweets (Near Telengabagan Sarbojanin Durgotsab),Traditional Bengali Breakfast,540,0.54,150,Radhaballabhi with Cholar Dal,22.58999,88.386072
44,Telengabagan Sarbojanin Durgotsab,North Kolkata,22.593212,88.382123,Girish Chandra Dey & Nakur Chandra Nandy (Near Telengabagan Sarbojanin Durgotsab),Heritage Sweet Shop,960,0.96,200,Jolbhora Sandesh & Chocolate Sandesh,22.601673,88.380516
45,Ultadanga Jagarani Sangha Durga Puja,North Kolkata,22.592534,88.382512,Das Cabin (Near Ultadanga Jagarani Sangha Durga Puja),Cabin Snacks,620,0.62,250,Mutton Moglai & Kobiraji,22.592551,88.388544
45,Ultadanga Jagarani Sangha Durga Puja,North Kolkata,22.592534,88.382512,Paramount Sherbets & Syrups (Near Ultadanga Jagarani Sangha Durga Puja),Heritage Beverage Cabin,570,0.57,220,Daab Sharbat & Cocoa Malai,22.593504,88.377065
46,Ultadanga Pallyshree Durga Puja,North Kolkata,22.592812,88.381834,Bhooter Raja Dilo Bor (Near Ultadanga Pallyshree Durga Puja),Traditional Bengali Dining,950,0.95,850,"Thali (Bhat, Sukto, Ilish, Mangsho)",22.593527,88.391045
46,Ultadanga Pallyshree Durga Puja,North Kolkata,22.592812,88.381834,Nobin Chandra Das Sweets (Near Ultadanga Pallyshree Durga Puja),Sweet Shop,590,0.59,200,Abar Khaobo & Traditional Rosogolla,22.594457,88.376373
46,Ultadanga Pallyshree Durga Puja,North Kolkata,22.592812,88.381834,Girish Chandra Dey & Nakur Chandra Nandy (Near Ultadanga Pallyshree Durga Puja),Heritage Sweet Shop,600,0.6,200,Jolbhora Sandesh & Chocolate Sandesh,22.588189,88.384891
47,Ultadanga Sangrami Durga Puja,North Kolkata,22.593045,88.382212,Nobin Chandra Das Sweets (Near Ultadanga Sangrami Durga Puja),Sweet Shop,880,0.88,200,Abar Khaobo & Traditional Rosogolla,22.58628,88.386722
47,Ultadanga Sangrami Durga Puja,North Kolkata,22.593045,88.382212,Paramount Sherbets & Syrups (Near Ultadanga Sangrami Durga Puja),Heritage Beverage Cabin,830,0.83,220,Daab Sharbat & Cocoa Malai,22.592341,88.374172
48,Young Citizens Club Durga Puja,North Kolkata,22.598623,88.372434,Chittaranjan Mistanna Bhandar (Near Young Citizens Club Durga Puja),Heritage Sweet Shop,880,0.88,180,White Rosogolla & Mishti Doi,22.604815,88.377813
48,Young Citizens Club Durga Puja,North Kolkata,22.598623,88.372434,Girish Chandra Dey & Nakur Chandra Nandy (Near Young Citizens Club Durga Puja),Heritage Sweet Shop,920,0.92,200,Jolbhora Sandesh & Chocolate Sandesh,22.60387,88.365486
49,21 Pally Sarbojanin Durgotsab Samiti,South Kolkata,22.528012,88.349023,Campari (Near 21 Pally Sarbojanin Durgotsab Samiti),Snack & Cutlet Joint,680,0.68,250,Fish Fry with Kasundi & Mutton Roll,22.530649,88.343049
49,21 Pally Sarbojanin Durgotsab Samiti,South Kolkata,22.528012,88.349023,Koshe Kosha (Near 21 Pally Sarbojanin Durgotsab Samiti),Authentic Bengali,920,0.92,700,Kosha Mangsho with Luchi,22.529421,88.357841
50,22 Palli Sarodotsav,South Kolkata,22.527334,88.349412,Roastery Coffee House (Near 22 Palli Sarodotsav),Cafe & Continental,650,0.65,800,Cranberry Cold Brew & Mac and Cheese,22.532662,88.352083
